well,tile,timepoint,condition,stimulation,n_neurons,mean_confidence_class0,std_confidence_class0,mean_confidence_class1,std_confidence_class1,fraction_predicted_class1
D7,4,T0,APPV717I,0ms,36,0.33758953,0.367081,0.6624105,0.367081,0.6666666666666666
D7,4,T15,APPV717I,0ms,36,0.84248614,0.23613964,0.15751387,0.23613963,0.1111111111111111
E1,1,T0,APPV717I,0ms,38,0.23606884,0.31246525,0.76393116,0.31246525,0.7894736842105263
E1,1,T15,APPV717I,0ms,38,0.79487705,0.29777715,0.20512293,0.29777715,0.21052631578947367
E1,2,T0,APPV717I,10000ms,43,0.25725088,0.33629692,0.74274915,0.33629692,0.7674418604651163
E1,2,T15,APPV717I,10000ms,43,0.907485,0.1977463,0.09251501,0.1977463,0.09302325581395349
E1,3,T0,APPV717I,10000ms,38,0.3212182,0.38820925,0.6787818,0.38820925,0.6578947368421053
E1,3,T15,APPV717I,10000ms,38,0.79390454,0.27856994,0.20609544,0.27856994,0.18421052631578946
E1,4,T0,APPV717I,0ms,30,0.23572472,0.27600747,0.76427525,0.27600747,0.7666666666666667
E1,4,T15,APPV717I,0ms,30,0.87360847,0.21442522,0.12639156,0.21442522,0.1
F18,1,T0,APPV717I,0ms,17,0.27559277,0.3656403,0.72440726,0.3656403,0.7647058823529411
F18,1,T15,APPV717I,0ms,17,0.73335457,0.3774353,0.2666454,0.3774353,0.23529411764705882
F18,2,T0,APPV717I,10000ms,37,0.19017063,0.2516696,0.80982935,0.2516696,0.8918918918918919
F18,2,T15,APPV717I,10000ms,37,0.7537886,0.33486545,0.24621141,0.33486545,0.24324324324324326
F18,3,T0,APPV717I,10000ms,47,0.20447612,0.30537423,0.7955239,0.30537423,0.8085106382978723
F18,3,T15,APPV717I,10000ms,47,0.84957415,0.27849564,0.15042584,0.27849564,0.14893617021276595
F18,4,T0,APPV717I,0ms,55,0.33129436,0.3471221,0.6687057,0.3471221,0.6909090909090909
F18,4,T15,APPV717I,0ms,55,0.7460535,0.3433201,0.25394645,0.3433201,0.23636363636363636
F20,1,T0,APPV717I,0ms,16,0.39099577,0.42035896,0.6090042,0.42035893,0.625
F20,1,T15,APPV717I,0ms,16,0.7913295,0.36471212,0.2086705,0.36471215,0.1875
F20,2,T0,APPV717I,10000ms,43,0.15149127,0.2688392,0.8485087,0.2688392,0.8837209302325582
F20,2,T15,APPV717I,10000ms,43,0.8470083,0.30054852,0.1529917,0.30054852,0.13953488372093023
F20,3,T0,APPV717I,10000ms,52,0.27865332,0.3310586,0.72134674,0.3310586,0.7307692307692307
F20,3,T15,APPV717I,10000ms,52,0.8561182,0.27961507,0.14388178,0.27961507,0.1346153846153846
F20,4,T0,APPV717I,0ms,43,0.18760772,0.30760208,0.8123923,0.30760208,0.8604651162790697
F20,4,T15,APPV717I,0ms,43,0.76845586,0.35761943,0.23154414,0.35761943,0.20930232558139536
F22,1,T0,APPV717I,0ms,34,0.13479646,0.19342275,0.8652035,0.19342275,0.9411764705882353
F22,1,T15,APPV717I,0ms,34,0.72076726,0.3563777,0.27923274,0.3563777,0.2647058823529412
F22,2,T0,APPV717I,10000ms,32,0.19650903,0.31492886,0.803491,0.3149289,0.84375
F22,2,T15,APPV717I,10000ms,32,0.7264123,0.3679448,0.27358767,0.3679448,0.28125
F22,3,T0,APPV717I,10000ms,39,0.15817875,0.26082715,0.84182125,0.26082712,0.8974358974358975
F22,3,T15,APPV717I,10000ms,39,0.72328407,0.33531186,0.27671593,0.33531186,0.2564102564102564
F22,4,T0,APPV717I,0ms,67,0.19032234,0.27277663,0.80967766,0.27277666,0.8656716417910447
F22,4,T15,APPV717I,0ms,67,0.78949714,0.31552437,0.21050285,0.31552437,0.1791044776119403
F23,1,T0,APPV717I,0ms,15,0.24348725,0.2868894,0.75651276,0.2868894,0.8666666666666667
F23,1,T15,APPV717I,0ms,15,0.74386,0.3468903,0.25613996,0.3468903,0.3333333333333333
F23,2,T0,APPV717I,10000ms,32,0.1840182,0.24541894,0.8159818,0.24541895,0.90625
F23,2,T15,APPV717I,10000ms,32,0.7528242,0.30839428,0.2471758,0.30839428,0.28125
F23,3,T0,APPV717I,10000ms,27,0.18474938,0.2498403,0.81525064,0.2498403,0.8518518518518519
F23,3,T15,APPV717I,10000ms,27,0.7837933,0.297728,0.21620671,0.297728,0.2222222222222222
F23,4,T0,APPV717I,0ms,28,0.17461395,0.24363919,0.82538605,0.24363917,0.8571428571428571
F23,4,T15,APPV717I,0ms,28,0.7466172,0.32716787,0.25338283,0.32716787,0.21428571428571427
F7,1,T0,APPV717I,0ms,2,0.4838259,0.65202457,0.5161741,0.6520247,0.5
F7,1,T15,APPV717I,0ms,2,0.97782886,0.03135477,0.022171203,0.031354804,0.0
F7,2,T0,APPV717I,10000ms,38,0.19478181,0.30165407,0.8052182,0.30165407,0.8421052631578947
F7,2,T15,APPV717I,10000ms,38,0.87049395,0.1923559,0.12950607,0.1923559,0.07894736842105263
F7,3,T0,APPV717I,10000ms,59,0.21504845,0.32337028,0.78495157,0.32337025,0.7966101694915254
F7,3,T15,APPV717I,10000ms,59,0.7893853,0.26756606,0.2106147,0.26756606,0.2033898305084746
F7,4,T0,APPV717I,0ms,27,0.21228798,0.3444956,0.78771204,0.3444956,0.8148148148148148
F7,4,T15,APPV717I,0ms,27,0.8920865,0.23086548,0.10791349,0.23086548,0.07407407407407407
G10,2,T0,APPV717I,10000ms,38,0.12909587,0.21040772,0.87090415,0.21040773,0.9210526315789473
G10,2,T15,APPV717I,10000ms,38,0.6904504,0.3255546,0.3095496,0.3255546,0.34210526315789475
G10,3,T0,APPV717I,10000ms,48,0.19959497,0.29249054,0.800405,0.29249054,0.8125
G10,3,T15,APPV717I,10000ms,48,0.8632598,0.2785252,0.13674018,0.2785252,0.125
G10,4,T0,APPV717I,0ms,52,0.1491997,0.22928347,0.8508003,0.22928347,0.9230769230769231
G10,4,T15,APPV717I,0ms,52,0.765892,0.33343077,0.23410797,0.33343077,0.21153846153846154
H23,1,T0,APPV717I,0ms,17,0.30743864,0.36192712,0.6925613,0.3619271,0.6470588235294118
H23,1,T15,APPV717I,0ms,17,0.86113036,0.29400846,0.13886963,0.29400843,0.11764705882352941
H23,2,T0,APPV717I,10000ms,26,0.10750018,0.2047018,0.89249986,0.2047018,0.9230769230769231
H23,2,T15,APPV717I,10000ms,26,0.80493736,0.2676682,0.19506267,0.26766822,0.19230769230769232
H23,3,T0,APPV717I,10000ms,28,0.22574973,0.31411237,0.7742503,0.31411237,0.7857142857142857
H23,3,T15,APPV717I,10000ms,28,0.83483535,0.22559881,0.16516472,0.22559881,0.10714285714285714
H23,4,T0,APPV717I,0ms,29,0.094808266,0.2360225,0.9051918,0.23602252,0.9310344827586207
H23,4,T15,APPV717I,0ms,29,0.6636745,0.32932308,0.3363256,0.32932308,0.3793103448275862
H24,1,T0,APPV717I,0ms,18,0.2776501,0.31977966,0.7223499,0.31977966,0.8333333333333334
H24,1,T15,APPV717I,0ms,18,0.9031286,0.20198442,0.09687137,0.20198442,0.1111111111111111
H24,2,T0,APPV717I,10000ms,23,0.29354358,0.35748774,0.70645636,0.35748774,0.7391304347826086
H24,2,T15,APPV717I,10000ms,23,0.81405276,0.2723535,0.18594722,0.2723535,0.21739130434782608
H24,3,T0,APPV717I,10000ms,18,0.22562858,0.3161139,0.7743714,0.3161139,0.7777777777777778
H24,3,T15,APPV717I,10000ms,18,0.7740948,0.35176665,0.22590515,0.35176665,0.2777777777777778
H24,4,T0,APPV717I,0ms,33,0.31600562,0.33475557,0.6839944,0.33475557,0.7575757575757576
H24,4,T15,APPV717I,0ms,33,0.72786283,0.34080175,0.27213717,0.34080175,0.2727272727272727
I19,1,T0,APPV717I,0ms,17,0.34080386,0.33474207,0.6591962,0.33474207,0.5882352941176471
I19,1,T15,APPV717I,0ms,17,0.9365433,0.10420816,0.06345671,0.10420815,0.0
I19,2,T0,APPV717I,10000ms,21,0.2603102,0.37113085,0.73968977,0.37113085,0.7142857142857143
I19,2,T15,APPV717I,10000ms,21,0.8896984,0.22224098,0.110301584,0.22224098,0.09523809523809523
I19,3,T0,APPV717I,10000ms,20,0.2860031,0.3300905,0.7139969,0.3300905,0.8
I19,3,T15,APPV717I,10000ms,20,0.945943,0.11669921,0.05405706,0.116699226,0.05
I19,4,T0,APPV717I,0ms,42,0.18436664,0.30520186,0.8156333,0.30520186,0.8571428571428571
I19,4,T15,APPV717I,0ms,42,0.8239805,0.29897258,0.17601946,0.29897258,0.19047619047619047
I2,1,T0,APPV717I,0ms,5,0.004878857,0.0075336904,0.9951212,0.007533691,1.0
I2,1,T15,APPV717I,0ms,5,0.7299202,0.35330787,0.27007976,0.3533079,0.2
I2,2,T0,APPV717I,10000ms,43,0.120020814,0.22564662,0.87997913,0.22564662,0.9069767441860465
I2,2,T15,APPV717I,10000ms,43,0.7884331,0.31589934,0.21156697,0.31589934,0.20930232558139536
I2,3,T0,APPV717I,10000ms,55,0.20807117,0.2940459,0.7919289,0.2940459,0.8727272727272727
I2,3,T15,APPV717I,10000ms,55,0.78763235,0.30962104,0.21236765,0.30962104,0.21818181818181817
I2,4,T0,APPV717I,0ms,37,0.2081257,0.27023682,0.7918743,0.27023682,0.8378378378378378
I2,4,T15,APPV717I,0ms,37,0.71451885,0.31963018,0.28548115,0.31963018,0.35135135135135137
I20,1,T0,APPV717I,0ms,29,0.2765235,0.30712545,0.72347647,0.30712545,0.7241379310344828
I20,1,T15,APPV717I,0ms,29,0.7758756,0.30897895,0.22412439,0.30897895,0.13793103448275862
I20,2,T0,APPV717I,10000ms,39,0.19808826,0.26693678,0.8019118,0.26693678,0.8717948717948718
I20,2,T15,APPV717I,10000ms,39,0.73910505,0.34986618,0.26089495,0.3498662,0.28205128205128205
I20,3,T0,APPV717I,10000ms,44,0.2264838,0.30816558,0.77351624,0.30816558,0.8409090909090909
I20,3,T15,APPV717I,10000ms,44,0.71625787,0.34184977,0.28374213,0.34184977,0.3181818181818182
I20,4,T0,APPV717I,0ms,38,0.128856,0.17730628,0.87114406,0.17730628,0.9210526315789473
I20,4,T15,APPV717I,0ms,38,0.75215787,0.33773017,0.24784216,0.33773017,0.2631578947368421
I22,1,T0,APPV717I,0ms,39,0.16696082,0.26284838,0.8330392,0.26284838,0.8461538461538461
I22,1,T15,APPV717I,0ms,39,0.79442585,0.3277425,0.20557418,0.3277425,0.23076923076923078
I22,2,T0,APPV717I,10000ms,47,0.18568404,0.29181036,0.814316,0.29181036,0.851063829787234
I22,2,T15,APPV717I,10000ms,47,0.8583533,0.22536004,0.14164668,0.22536004,0.10638297872340426
I22,3,T0,APPV717I,10000ms,18,0.2866804,0.35096404,0.71331954,0.35096407,0.6666666666666666
I22,3,T15,APPV717I,10000ms,18,0.7848464,0.3002721,0.21515362,0.3002721,0.16666666666666666
I22,4,T0,APPV717I,0ms,50,0.14153604,0.22007762,0.858464,0.22007762,0.9
I22,4,T15,APPV717I,0ms,50,0.7737635,0.32467735,0.22623649,0.32467735,0.2
I23,1,T0,APPV717I,0ms,17,0.23788612,0.3381448,0.7621139,0.33814478,0.8235294117647058
I23,1,T15,APPV717I,0ms,17,0.87340647,0.188087,0.12659349,0.18808702,0.058823529411764705
I23,2,T0,APPV717I,10000ms,25,0.14878356,0.27531123,0.85121644,0.27531123,0.92
I23,2,T15,APPV717I,10000ms,25,0.6675053,0.39516357,0.33249465,0.39516357,0.36
I23,3,T0,APPV717I,10000ms,19,0.24252445,0.3962042,0.75747555,0.3962042,0.7894736842105263
I23,3,T15,APPV717I,10000ms,19,0.9041001,0.17220329,0.09589981,0.17220329,0.05263157894736842
I23,4,T0,APPV717I,0ms,24,0.16895671,0.30677858,0.8310433,0.30677858,0.875
I23,4,T15,APPV717I,0ms,24,0.83493876,0.31251737,0.16506124,0.31251737,0.20833333333333334
J21,1,T0,APPV717I,0ms,20,0.196334,0.30785924,0.803666,0.30785924,0.8
J21,1,T15,APPV717I,0ms,20,0.73644984,0.36069202,0.2635502,0.36069202,0.25
J21,2,T0,APPV717I,10000ms,32,0.14824218,0.2297977,0.8517578,0.2297977,0.90625
J21,2,T15,APPV717I,10000ms,32,0.7723955,0.33409145,0.22760451,0.33409145,0.21875
J21,3,T0,APPV717I,10000ms,26,0.21186842,0.2867513,0.7881316,0.2867513,0.7692307692307693
J21,3,T15,APPV717I,10000ms,26,0.6809715,0.289401,0.3190285,0.289401,0.38461538461538464
J21,4,T0,APPV717I,0ms,38,0.16264923,0.24015412,0.8373507,0.2401541,0.8947368421052632
J21,4,T15,APPV717I,0ms,38,0.74545527,0.31506675,0.25454473,0.31506673,0.23684210526315788
J4,1,T0,APPV717I,0ms,8,0.29822475,0.34261283,0.70177525,0.3426128,0.75
J4,1,T15,APPV717I,0ms,8,0.6949103,0.3325735,0.3050897,0.3325735,0.375
J4,2,T0,APPV717I,10000ms,29,0.1376231,0.21705985,0.8623769,0.21705985,0.9310344827586207
J4,2,T15,APPV717I,10000ms,29,0.7187619,0.33202392,0.2812381,0.33202392,0.27586206896551724
J4,3,T0,APPV717I,10000ms,37,0.19329283,0.25205278,0.8067072,0.25205275,0.8648648648648649
