well,tile,timepoint,condition,stimulation,n_neurons,mean_confidence_class0,std_confidence_class0,mean_confidence_class1,std_confidence_class1,fraction_predicted_class1
J5,3,T0,APPV717I,10000ms,38,0.6794731,0.24291998,0.3205269,0.24291998,0.15789473684210525
J5,3,T15,APPV717I,10000ms,38,0.6274148,0.25776878,0.3725852,0.25776878,0.23684210526315788
J5,4,T0,APPV717I,0ms,28,0.7062667,0.15274541,0.29373333,0.15274541,0.17857142857142858
J5,4,T15,APPV717I,0ms,28,0.7153082,0.16915695,0.28469178,0.16915694,0.10714285714285714
J6,1,T0,APPV717I,0ms,11,0.54115415,0.33198303,0.45884588,0.331983,0.36363636363636365
J6,1,T15,APPV717I,0ms,11,0.45302466,0.32222548,0.5469754,0.32222548,0.5454545454545454
J6,2,T0,APPV717I,10000ms,25,0.60714865,0.25436923,0.39285132,0.25436923,0.2
J6,2,T15,APPV717I,10000ms,25,0.51615137,0.30922246,0.4838486,0.3092225,0.28
J6,3,T0,APPV717I,10000ms,26,0.61832154,0.23897482,0.38167843,0.23897482,0.2692307692307692
J6,3,T15,APPV717I,10000ms,26,0.4997717,0.27672434,0.5002283,0.27672434,0.38461538461538464
J6,4,T0,APPV717I,0ms,36,0.6269448,0.23854613,0.37305528,0.23854615,0.19444444444444445
J6,4,T15,APPV717I,0ms,36,0.5778555,0.27819446,0.4221445,0.27819446,0.25
J8,1,T0,APPV717I,0ms,1,0.81565547,,0.18434452,,0.0
J8,1,T15,APPV717I,0ms,1,0.84127486,,0.15872514,,0.0
J8,2,T0,APPV717I,10000ms,41,0.61794484,0.2285732,0.38205513,0.2285732,0.1951219512195122
J8,2,T15,APPV717I,10000ms,41,0.48694944,0.28448117,0.51305056,0.28448117,0.4634146341463415
J8,3,T0,APPV717I,10000ms,31,0.66745657,0.19087835,0.33254343,0.19087835,0.12903225806451613
J8,3,T15,APPV717I,10000ms,31,0.49794614,0.3133143,0.50205386,0.3133143,0.45161290322580644
J8,4,T0,APPV717I,0ms,49,0.6372962,0.22723535,0.3627038,0.22723535,0.1836734693877551
J8,4,T15,APPV717I,0ms,49,0.5173294,0.29334325,0.4826706,0.29334325,0.4489795918367347
K1,1,T0,APPV717I,0ms,10,0.75854176,0.07326083,0.24145825,0.07326083,0.0
K1,1,T15,APPV717I,0ms,10,0.7385084,0.07364482,0.2614916,0.07364483,0.0
K1,2,T0,APPV717I,10000ms,25,0.77713895,0.09262689,0.222861,0.09262689,0.0
K1,2,T15,APPV717I,10000ms,25,0.7029797,0.17888866,0.29702038,0.17888865,0.08
K1,3,T0,APPV717I,10000ms,31,0.7113366,0.15512027,0.28866336,0.15512025,0.06451612903225806
K1,3,T15,APPV717I,10000ms,31,0.6872342,0.17546521,0.3127658,0.17546521,0.0967741935483871
K1,4,T0,APPV717I,0ms,28,0.7305345,0.20659123,0.2694655,0.20659123,0.07142857142857142
K1,4,T15,APPV717I,0ms,28,0.7333635,0.19591632,0.2666365,0.19591634,0.07142857142857142
K20,1,T0,APPV717I,0ms,29,0.66537714,0.22609416,0.3346229,0.22609416,0.13793103448275862
K20,1,T15,APPV717I,0ms,29,0.64541745,0.2105362,0.35458252,0.2105362,0.1724137931034483
K20,2,T0,APPV717I,10000ms,34,0.6711091,0.17168199,0.32889092,0.17168199,0.11764705882352941
K20,2,T15,APPV717I,10000ms,34,0.6260141,0.21037683,0.37398592,0.21037681,0.23529411764705882
K20,3,T0,APPV717I,10000ms,28,0.6947033,0.17997321,0.3052967,0.17997321,0.14285714285714285
K20,3,T15,APPV717I,10000ms,28,0.6512497,0.18317977,0.34875032,0.18317977,0.25
K20,4,T0,APPV717I,0ms,38,0.64061946,0.2293868,0.35938057,0.22938682,0.18421052631578946
K20,4,T15,APPV717I,0ms,38,0.6281186,0.24748273,0.37188143,0.24748273,0.23684210526315788
